ProductKey,CustomerKey,OrderDateKey,ShipDateKey,SalesOrderNumber,AddressLine1,AddressLine2,City,StateProvinceName,EnglishCountryRegionName,CustomerKey,lat,lon,shipDate,firstUse,lastTimeUsed,finalUse,avgSpeed,consistency,distanceParameter,freqParameter
222,13034,20080312,20080319,SO66029,3029 Delta View Ln.,,Goulburn,New South Wales,Australia,13034,-34.74556455,149.731441,00:00.0,42:17.9,36:04.0,42:16.7,16.60957569,4.007258961,0.55870361,9.422627163
222,12684,20080421,20080428,SO68736,7811 Woodsworth Lane,,Goulburn,New South Wales,Australia,12684,-34.74489543,149.7187368,00:00.0,57:35.4,32:44.0,37:36.4,20.66848246,8.419714979,1.318877762,1.064383878
222,15212,20080623,20080630,SO73584,5979 La Corte Bonita,,Goulburn,New South Wales,Australia,15212,-34.74811346,149.7251255,00:00.0,01:42.5,54:07.0,48:50.6,20.94548696,10.14685047,15.06499716,5.48937872
222,18267,20070821,20070828,SO52889,2951 Dublin,,Goulburn,New South Wales,Australia,18267,-34.7497956,149.7253382,00:00.0,05:09.5,20:44.0,38:17.6,20.52766814,6.68404613,21.40135927,1.492201747
222,27714,20080614,20080621,SO72917,4456 Eastgate,,Goulburn,New South Wales,Australia,27714,-34.7541444,149.7351486,00:00.0,03:27.0,58:24.0,14:30.5,21.96674977,3.45720986,0.709005589,4.704072288
222,26179,20070927,20071004,SO55039,872 Mark Twain Dr,,Goulburn,New South Wales,Australia,26179,-34.74428666,149.7348825,00:00.0,29:29.9,52:31.0,01:14.6,19.10194817,9.251928267,1.725787079,2.777490477
222,26191,20080416,20080423,SO68386,6506 Gentrytown Drive,,Goulburn,New South Wales,Australia,26191,-34.75678389,149.736293,00:00.0,39:31.5,55:22.0,33:25.1,22.07387842,2.377625152,12.73690589,3.029956315
222,28934,20080218,20080225,SO64384,1942 Rock Island Drive,,Goulburn,New South Wales,Australia,28934,-34.74475219,149.7270755,00:00.0,08:52.5,04:05.0,34:57.6,19.2352133,6.402550329,3.162158672,8.713129247
222,23123,20080506,20080513,SO69948,209 Mobile Lane,,Goulburn,New South Wales,Australia,23123,-34.74674117,149.7359146,00:00.0,36:48.1,23:56.0,51:22.9,20.40580609,5.15693557,6.258679862,9.629630745
222,24478,20080127,20080203,SO62862,2878 Bounty Way,,Goulburn,New South Wales,Australia,24478,-34.74238703,149.7195807,00:00.0,07:35.9,20:24.0,20:24.0,22.03098765,5.551781975,10.95699849,9.445869515
222,25249,20080224,20080302,SO64843,2904 San Simeon Ct.,,Goulburn,New South Wales,Australia,25249,-34.73974525,149.7375145,00:00.0,14:25.7,03:04.0,03:04.0,17.92339314,7.679905224,12.46874556,5.238667827
222,24595,20071006,20071013,SO55616,3338 Stillwater Ct.,,Lane Cove,New South Wales,Australia,24595,-33.82139227,151.1703529,00:00.0,03:08.9,09:35.0,30:39.1,20.27659394,2.883746985,1.748273108,6.020635888
222,22207,20080629,20080706,SO74076,7267 St. Raphael Drive,,Lane Cove,New South Wales,Australia,22207,-33.81527131,151.1715138,00:00.0,40:14.5,52:22.0,00:31.0,17.31808689,2.221997911,4.031968316,6.095298081
222,28950,20071018,20071025,SO56274,6509 California Street,,Lane Cove,New South Wales,Australia,28950,-33.82176977,151.1595931,00:00.0,11:01.1,45:56.0,50:30.2,18.97955195,8.95636885,16.57729982,9.909042825
222,27702,20080608,20080615,SO72491,3369 Houston Ct.,,Lane Cove,New South Wales,Australia,27702,-33.82332233,151.1722398,00:00.0,24:31.1,44:19.0,21:50.0,19.69459287,7.272901067,4.788397132,7.038474984
222,18691,20070922,20070929,SO54804,7202 Sun View Court,,Lane Cove,New South Wales,Australia,18691,-33.81235978,151.1568701,00:00.0,52:55.8,50:49.0,41:09.1,18.65342239,7.004720551,9.788833701,2.334644784
222,15146,20080102,20080109,SO61315,6358 Parkview Court,,Lane Cove,New South Wales,Australia,15146,-33.81959016,151.1738391,00:00.0,39:43.8,23:58.0,59:54.4,18.24519522,3.984961613,10.91701641,7.769697184
222,14220,20080117,20080124,SO62283,3421 Gehringer Drive,,Lane Cove,New South Wales,Australia,14220,-33.82000731,151.1760433,00:00.0,54:44.3,35:22.0,35:22.0,18.59546037,5.720388487,33.76939649,3.933787797
222,14220,20080221,20080228,SO64662,3421 Gehringer Drive,,Lane Cove,New South Wales,Australia,14220,-33.81479994,151.1617887,00:00.0,10:13.3,55:07.0,51:57.0,15.75145959,2.288635093,24.62001931,4.067003943
222,11446,20070711,20070718,SO51351,3464 Chilpancingo Park,,Lane Cove,New South Wales,Australia,11446,-33.80752044,151.1741824,00:00.0,05:42.1,16:34.0,44:00.3,19.44965978,10.96206757,7.509949568,10.46710357
222,11446,20071223,20071230,SO60613,3464 Chilpancingo Park,,Lane Cove,New South Wales,Australia,11446,-33.80684299,151.1679902,00:00.0,02:19.6,25:48.0,43:44.6,17.37870516,10.90603514,1.297474736,4.175253527
222,14226,20080221,20080228,SO64663,3824 Whitehaven Dr,,Lavender Bay,New South Wales,Australia,14226,-33.8416789,151.2146828,00:00.0,44:48.6,27:27.0,36:39.5,22.24943321,9.615516132,10.07403036,7.545265318
222,12348,20071014,20071021,SO56113,8978 Kingsford Dr.,,Lavender Bay,New South Wales,Australia,12348,-33.83899221,151.206109,00:00.0,09:17.1,37:09.0,36:20.1,12.24633201,2.350763984,14.77097526,3.283513341
222,16025,20080608,20080615,SO72489,2631 Dalis Dr.,,Lavender Bay,New South Wales,Australia,16025,-33.84949997,151.1994775,00:00.0,11:16.8,50:26.0,25:33.0,18.14011499,7.389088576,43.3580475,2.627534191
222,28949,20070916,20070923,SO54473,2064 Pleasant Circle,,Lavender Bay,New South Wales,Australia,28949,-33.84467395,151.2150819,00:00.0,44:17.2,30:19.0,40:39.7,20.06236636,6.525404482,9.876129189,9.771154328
222,28312,20071114,20071121,SO57941,3647 San Miguel Road,,Lavender Bay,New South Wales,Australia,28312,-33.83501758,151.2137277,00:00.0,26:46.0,29:11.0,32:27.2,16.2091286,9.534671888,2.712589309,5.521865413
222,21256,20080423,20080430,SO68864,5531 Roxbury Drive,,Lavender Bay,New South Wales,Australia,21256,-33.84464984,151.2159943,00:00.0,15:33.4,20:18.0,20:18.0,14.18453536,9.054792814,16.4568765,4.838864947
222,21360,20080312,20080319,SO66027,5277 Stephine Way,,Lavender Bay,New South Wales,Australia,21360,-33.83946403,151.1986716,00:00.0,37:51.7,47:57.0,45:00.8,23.86681933,2.251801543,10.1215367,5.297775303
222,19971,20071217,20071224,SO60238,9644 55th St.,,Lavender Bay,New South Wales,Australia,19971,-33.84967179,151.19769,00:00.0,52:08.9,16:54.0,26:22.0,22.33974985,6.327073377,1.214512407,10.50490402
222,20252,20080304,20080311,SO65505,9891 Serene Ct.,,Lavender Bay,New South Wales,Australia,20252,-33.84564975,151.2161821,00:00.0,34:49.5,32:21.0,14:41.5,18.14499155,3.335312912,4.474100096,3.887275107
222,22944,20071108,20071115,SO57596,9593 Power Ave.,,Lavender Bay,New South Wales,Australia,22944,-33.84577061,151.1986204,00:00.0,03:42.5,58:08.0,27:24.1,19.09718205,6.328779288,1.461538918,4.600821428
222,24282,20080428,20080505,SO69224,1820 Fox Way,,Malabar,New South Wales,Australia,24282,-33.9662085,151.251311,00:00.0,31:38.7,08:18.0,44:44.8,21.57987919,8.598832349,8.893693124,9.805340939
222,21969,20080530,20080606,SO71674,1546 Cinnabar St.,,Malabar,New South Wales,Australia,21969,-33.9649327,151.261584,00:00.0,14:21.9,11:14.0,24:19.9,19.03819263,5.502483524,9.190858309,10.31040775
222,29080,20080126,20080202,SO62817,2556 Rivewview,,Malabar,New South Wales,Australia,29080,-33.97533339,151.2573831,00:00.0,02:30.6,25:29.0,59:29.2,19.91009675,1.137759498,4.695053511,8.979526468
222,26438,20080509,20080516,SO70224,6103 Bailey Road,,Malabar,New South Wales,Australia,26438,-33.96958545,151.2493647,00:00.0,07:45.1,12:00.0,33:22.3,16.46776625,7.058559358,6.363553248,7.567879728
222,18763,20071116,20071123,SO58023,95 Honey Trail Lane,,Malabar,New South Wales,Australia,18763,-33.96231688,151.2430962,00:00.0,22:21.4,14:16.0,14:16.0,20.19407787,8.194980024,4.623006286,1.540433475
222,17307,20070827,20070903,SO53190,9265 Village Road,,Matraville,New South Wales,Australia,17307,-33.95761284,151.2408863,00:00.0,47:04.3,53:05.0,02:21.8,21.42664956,6.990493311,0.182869519,1.053584128
222,16332,20080625,20080702,SO73718,5736 Monument Blvd,,Matraville,New South Wales,Australia,16332,-33.95638301,151.2382571,00:00.0,50:29.8,00:28.0,27:42.3,16.55679312,9.69509776,8.080811283,9.856572093
222,15221,20080424,20080501,SO68931,623 Davis Ave.,,Matraville,New South Wales,Australia,15221,-33.95507034,151.236679,00:00.0,42:00.1,21:50.0,49:29.5,20.06555019,8.164542525,5.489960987,6.619408832
222,12998,20071123,20071130,SO58467,2098 Crown Ct,# 235,Matraville,New South Wales,Australia,12998,-33.95969805,151.2402185,00:00.0,17:34.3,32:53.0,32:53.0,19.35290131,2.714726756,17.87672171,6.54561909
222,13635,20080628,20080705,SO73950,8065 Sand Point Road,,Matraville,New South Wales,Australia,13635,-33.95500753,151.227328,00:00.0,24:14.2,20:17.0,45:03.7,19.32008678,9.31386766,3.027041875,2.540436571
222,11045,20071012,20071019,SO55973,7466 La Vista Ave.,,Matraville,New South Wales,Australia,11045,-33.96844159,151.222683,00:00.0,30:17.0,39:27.0,13:33.1,22.5685156,5.040799362,9.068778708,8.514547647
222,11052,20071128,20071205,SO58766,2514 Via Cordona,,Matraville,New South Wales,Australia,11052,-33.95641662,151.2288743,00:00.0,02:23.8,52:08.0,52:08.0,19.85774475,1.535240769,4.363727674,2.993837715
222,12249,20080423,20080430,SO68813,2429 Brown Street,,Matraville,New South Wales,Australia,12249,-33.95314404,151.2401863,00:00.0,19:30.9,07:42.0,08:34.8,19.54112268,10.50962283,3.007242564,8.16157466
222,29098,20080203,20080210,SO63478,9302 Veracruz,,Matraville,New South Wales,Australia,29098,-33.96143087,151.2351089,00:00.0,16:14.8,52:54.0,22:20.9,20.53699897,6.549992714,12.32007294,2.279274918
222,21944,20080410,20080417,SO68015,3499 Parkway Drive,Apt. A,Matraville,New South Wales,Australia,21944,-33.96497225,151.2235073,00:00.0,46:54.9,19:21.0,48:35.6,21.36147654,6.337639723,0.764943352,7.473556602
222,19600,20071022,20071029,SO56490,8141 Mitchell Canyon Road,,Matraville,New South Wales,Australia,19600,-33.95806148,151.2279706,00:00.0,04:42.2,39:29.0,39:29.0,18.99093213,2.625013394,17.81463985,6.49367025
222,20600,20080119,20080126,SO62383,2383 Mt. Davidson Court,,Milsons Point,New South Wales,Australia,20600,-33.84839813,151.2138115,00:00.0,02:19.3,50:39.0,02:42.8,17.4134445,5.277004553,6.698743084,1.615981651
222,25236,20080326,20080402,SO66891,4422 Roxbury Drive,,Milsons Point,New South Wales,Australia,25236,-33.84944823,151.2025158,00:00.0,15:39.2,09:36.0,24:33.5,21.89975958,9.278053942,16.22107729,6.177217646
222,25027,20080710,20080717,SO74442,3756 Lime Ridge Drive,,Milsons Point,New South Wales,Australia,25027,-33.84513851,151.2132456,00:00.0,47:08.5,45:58.0,43:36.3,23.00452463,1.498009692,1.650684123,4.768728961
222,29338,20080125,20080201,SO62698,7929 Blocking Ct.,,Milsons Point,New South Wales,Australia,29338,-33.85126806,151.2176018,00:00.0,46:08.2,32:56.0,22:53.5,11.07343401,5.388510151,9.399393807,7.621216858
222,25717,20080505,20080512,SO69923,609 Power Ave.,,Milsons Point,New South Wales,Australia,25717,-33.84172502,151.2184788,00:00.0,22:05.0,44:17.0,44:17.0,21.2034948,3.656507424,42.56364068,6.55040309
222,11991,20080621,20080628,SO73503,3410 Hemlock Ave.,,Milsons Point,New South Wales,Australia,11991,-33.84759039,151.2067861,00:00.0,49:42.5,44:36.0,25:22.7,20.61347821,8.605468795,0.237323243,10.6072292
222,11033,20080202,20080209,SO63409,5927 Rainbow Dr,,Milsons Point,New South Wales,Australia,11033,-33.84946224,151.2101446,00:00.0,06:40.6,51:38.0,09:25.7,21.9310785,1.738117848,5.057386762,5.368180443
222,14227,20080614,20080621,SO72855,6629 Polson Circle,,Milsons Point,New South Wales,Australia,14227,-33.83994546,151.2074559,00:00.0,37:26.2,37:35.0,01:34.9,20.27600264,3.424637783,4.375019298,9.527212544
222,14031,20080612,20080619,SO72731,2837 Hacienda Drive,,Newcastle,New South Wales,Australia,14031,-32.92821115,151.7833605,00:00.0,21:16.2,18:27.0,18:27.0,21.28303028,9.443705472,18.3016425,8.663793874
222,11056,20071202,20071209,SO59194,5464 Janin Pl.,,Newcastle,New South Wales,Australia,11056,-25.27554401,133.780895,00:00.0,47:12.0,26:13.0,59:30.7,20.06560287,9.940757977,3.347965276,9.695125625
222,11990,20080223,20080301,SO64786,198 Edie Ct.,,Newcastle,New South Wales,Australia,11990,-32.93498233,151.7898176,00:00.0,35:20.9,54:12.0,44:03.4,21.25117125,9.387243639,0.57940677,8.771964573
222,11990,20071019,20071026,SO56371,198 Edie Ct.,,Newcastle,New South Wales,Australia,11990,-32.92757177,151.7760773,00:00.0,45:38.6,03:21.0,18:17.5,20.15330007,1.048625739,6.713983476,2.541723559
222,11900,20080112,20080119,SO61969,4002 Fawn Glen Circle,,Newcastle,New South Wales,Australia,11900,-32.92362528,151.7848287,00:00.0,36:31.1,11:48.0,53:55.1,17.82470061,10.79083184,6.257884074,10.62694283
222,11942,20080621,20080628,SO73498,80 San Remo Ct,,Newcastle,New South Wales,Australia,11942,-32.91966637,151.78187,00:00.0,18:32.5,15:00.0,35:19.0,18.42852051,3.212399761,0.978657034,3.7163177
222,11942,20070713,20070720,SO51387,80 San Remo Ct,,Newcastle,New South Wales,Australia,11942,-32.92984864,151.7753564,00:00.0,06:32.5,56:48.0,56:48.0,19.21808941,3.277638397,2.558049386,1.91040162
222,11764,20070929,20071006,SO55175,5613 Gary Drive,,Newcastle,New South Wales,Australia,11764,-32.92408591,151.775115,00:00.0,49:52.3,03:19.0,56:24.6,21.81523109,5.23017865,0.074856222,2.214840721
222,15577,20080213,20080220,SO64061,5623 Detroit Ave.,,Newcastle,New South Wales,Australia,15577,-32.91845496,151.7851967,00:00.0,33:04.8,58:52.0,31:25.2,21.85084129,1.143268246,10.2140318,7.130854784
222,18698,20070723,20070730,SO51536,3847 Larch Ct,,Newcastle,New South Wales,Australia,18698,-32.92214319,151.7812092,00:00.0,27:38.4,43:28.0,28:36.8,14.51038516,10.68579493,2.463009032,10.64557837
222,18285,20080219,20080226,SO64461,3641 W. Holly Drive,,Newcastle,New South Wales,Australia,18285,-32.91938858,151.7873165,00:00.0,11:09.9,35:59.0,05:46.5,17.17406056,7.37145547,11.02134472,7.377533765
222,18285,20071003,20071010,SO55457,3641 W. Holly Drive,,Newcastle,New South Wales,Australia,18285,-32.92549952,151.7725025,00:00.0,19:28.3,40:51.0,21:39.8,22.57935499,6.935330687,0.613554069,5.891788512
222,18885,20070813,20070820,SO52475,6062 Sudden Loop,,Newcastle,New South Wales,Australia,18885,-32.93000408,151.7733068,00:00.0,59:11.4,55:24.0,20:59.1,16.9451783,3.195565372,22.0495896,1.294205473
222,26560,20080603,20080610,SO72128,589 Woodcrest Drive,,Newcastle,New South Wales,Australia,26560,-32.93653061,151.7858145,00:00.0,43:08.0,42:59.0,04:28.9,17.66871041,9.557658632,14.98638309,8.057719073
222,28091,20080528,20080604,SO71557,7040 Santa Fe Street,,Newcastle,New South Wales,Australia,28091,-32.92711662,151.7903468,00:00.0,59:55.9,57:43.0,00:11.3,22.51742768,4.415677456,15.18637942,7.295574158
222,24453,20080421,20080428,SO68685,887 Concord Blvd.,,Newcastle,New South Wales,Australia,24453,-32.9248487,151.7757854,00:00.0,20:10.8,23:52.0,23:52.0,19.02731806,6.67329746,11.95358281,6.21367431
222,21225,20080321,20080328,SO66621,4250 Hungry Rd,,Newcastle,New South Wales,Australia,21225,-32.93038566,151.7721336,00:00.0,45:35.5,57:26.0,04:41.5,19.95003047,4.105820029,10.77690236,3.856344183
222,21192,20080221,20080228,SO64659,8274 Shady Lane,,North Ryde,New South Wales,Australia,21192,-33.80014579,151.1281471,00:00.0,55:24.3,20:57.0,50:42.1,20.24685391,4.651684356,0.594753787,1.214153775
222,24921,20071113,20071120,SO57843,8196 Alexander Pl,,North Ryde,New South Wales,Australia,24921,-33.7883123,151.1744193,00:00.0,19:45.7,02:29.0,53:57.3,16.54845603,4.594447986,6.549539888,4.139161875
222,16744,20070909,20070916,SO54096,3710 Via Appia,,North Ryde,New South Wales,Australia,16744,-33.79370743,151.1277977,00:00.0,56:23.6,04:23.0,04:23.0,19.7435747,8.019742531,5.802538621,6.281461954
222,16690,20080315,20080322,SO66210,5602 Dancing Road,,North Ryde,New South Wales,Australia,16690,-33.8022261,151.1258294,00:00.0,24:17.8,50:37.0,52:04.5,17.71689238,6.11706187,12.37357268,6.950383943
222,15723,20080529,20080605,SO71609,5802 Ampersand Drive,,North Ryde,New South Wales,Australia,15723,-33.80190612,151.1122745,00:00.0,30:47.0,17:30.0,37:27.5,19.89087656,2.109591589,24.6207126,9.802508561
222,15230,20080717,20080724,SO74656,4930 Virginia Hills Drive,,North Ryde,New South Wales,Australia,15230,-33.79132974,151.1287979,00:00.0,10:54.2,40:29.0,22:09.3,20.38251066,8.218101162,0.516036004,5.865786623
222,12009,20080214,20080221,SO64177,8794 Seagull Court,,North Ryde,New South Wales,Australia,12009,-33.7883516,151.1231282,00:00.0,58:03.5,37:47.0,26:42.5,17.19625534,6.950270507,27.62454474,5.046136769
222,13996,20080101,20080108,SO61275,2441 Heavenly Drive,,North Ryde,New South Wales,Australia,13996,-33.78445528,151.1115016,00:00.0,35:33.1,35:02.0,00:28.2,16.83189254,9.214661642,53.98102263,6.665062113
222,14057,20080307,20080314,SO65684,9602 C St.,,North Ryde,New South Wales,Australia,14057,-33.7996118,151.1039795,00:00.0,35:52.6,16:28.0,40:11.1,21.50178653,3.877690991,11.57637656,7.454703443
222,13633,20080124,20080131,SO62677,5751 Concord Place,,North Ryde,New South Wales,Australia,13633,-33.8282911,151.1277594,00:00.0,25:30.5,42:11.0,39:11.3,18.93767848,7.001999435,1.92463909,4.494972477
222,13133,20080128,20080204,SO62932,3518 Benita Way,,North Sydney,New South Wales,Australia,13133,-33.8360164,151.2096558,00:00.0,28:31.0,29:42.0,29:04.8,21.99932975,2.938603247,10.68289013,10.35110843
222,15224,20080528,20080604,SO71496,7652 Mcelroy,,North Sydney,New South Wales,Australia,15224,-33.83711917,151.1958819,00:00.0,51:37.3,15:55.0,14:47.7,22.08936712,4.522659503,2.308261303,4.280460524
222,16711,20080113,20080120,SO61974,7527 Eola,,North Sydney,New South Wales,Australia,16711,-33.83315798,151.2003651,00:00.0,19:08.1,17:21.0,25:52.9,19.17279807,8.14389572,1.559123193,3.294229465
222,18271,20080626,20080703,SO73796,1555 Lace Drive,,North Sydney,New South Wales,Australia,18271,-33.83052513,151.2120513,00:00.0,38:46.6,54:19.0,50:48.8,21.44015265,7.94991563,14.80074322,1.629406237
222,18265,20080502,20080509,SO69664,5656 Via Delaware,,North Sydney,New South Wales,Australia,18265,-33.83134914,151.2000412,00:00.0,55:17.4,31:40.0,40:29.0,19.3774818,9.721106345,4.594395187,10.98892958
222,18192,20071008,20071015,SO55750,6885 Amending Drive,,North Sydney,New South Wales,Australia,18192,-33.83022588,151.2127159,00:00.0,35:53.9,37:59.0,12:46.2,19.58342333,7.309065635,21.91218005,4.501580196
222,21359,20071122,20071129,SO58400,3374 Edward Ave.,,North Sydney,New South Wales,Australia,21359,-33.8385164,151.2041614,00:00.0,02:06.3,23:26.0,01:47.6,19.93982164,10.04563896,3.314724104,3.269055272
222,27594,20070913,20070920,SO54260,5473 Sunshine,,North Sydney,New South Wales,Australia,27594,-33.84402125,151.2058703,00:00.0,39:23.5,38:24.0,30:21.2,18.59276091,4.339758431,7.214873868,9.443469109
222,26747,20080415,20080422,SO68328,1345 Bloching Circle,,North Sydney,New South Wales,Australia,26747,-33.84073405,151.2106057,00:00.0,20:29.9,24:49.0,36:42.8,21.21552149,7.431142623,1.794457486,8.731917195
222,29193,20080612,20080619,SO72732,2894 Encino Dr.,,Port Macquarie,New South Wales,Australia,29193,-31.42701545,152.9078351,00:00.0,37:36.1,30:44.0,32:13.6,16.48653554,9.889196049,0.218434675,5.845351027
222,22209,20071104,20071111,SO57377,3717 Via Cordona,,Port Macquarie,New South Wales,Australia,22209,-31.44020147,152.8913031,00:00.0,37:39.5,05:41.0,05:41.0,20.25357479,10.71926114,14.34212675,5.607753163
222,20816,20070917,20070924,SO54516,6093 Olivera Road,,Port Macquarie,New South Wales,Australia,20816,-31.42532134,152.903234,00:00.0,44:20.0,16:07.0,56:34.9,8.96939384,10.88112374,34.26423881,9.326462027
222,25011,20080410,20080417,SO68012,9504 Rosina Court,,Port Macquarie,New South Wales,Australia,25011,-31.42669593,152.904186,00:00.0,13:46.3,55:58.0,23:19.2,19.52305016,6.44340999,3.546542866,3.576607976
222,25219,20071008,20071015,SO55747,352 Margo Dr.,,Port Macquarie,New South Wales,Australia,25219,-31.44213012,152.9033533,00:00.0,30:46.1,29:31.0,29:31.0,22.34691812,8.055866362,8.027094604,4.651924491
222,24502,20080118,20080125,SO62334,7952 Quartermaster,,Port Macquarie,New South Wales,Australia,24502,-31.43448864,152.8918889,00:00.0,51:03.1,06:44.0,06:44.0,21.02154442,6.46155177,8.639243897,10.49290616
222,24249,20080328,20080404,SO67073,9409 Cedar Point Loop,,Port Macquarie,New South Wales,Australia,24249,-31.4383896,152.8900547,00:00.0,10:00.8,02:14.0,05:34.2,22.55656858,1.039539851,2.648358129,2.708448988
222,22962,20071201,20071208,SO59084,1013 Buchanan Rd,,Port Macquarie,New South Wales,Australia,22962,-31.42553743,152.8989877,00:00.0,10:51.7,22:43.0,00:43.5,20.37073178,2.40467519,24.66933559,8.655001864
222,17278,20080402,20080409,SO67418,3241 West Slough Rd.,,Port Macquarie,New South Wales,Australia,17278,-31.43933545,152.9037231,00:00.0,09:29.0,31:40.0,14:43.6,19.72408882,8.002635282,10.03651198,4.863759961
222,14313,20080524,20080531,SO71224,5248 Gladstone Drive,,Port Macquarie,New South Wales,Australia,14313,-31.43561973,152.8926227,00:00.0,53:26.6,36:20.0,55:34.2,15.08776341,5.075710322,1.35615062,9.822978173
222,15584,20070927,20071004,SO55040,6374 St. Germain Lane,,Port Macquarie,New South Wales,Australia,15584,-31.42372213,152.9077553,00:00.0,46:40.3,03:28.0,44:15.7,17.66299311,6.941751265,9.804810599,8.279722679
222,12995,20080428,20080505,SO69244,4246 Falls Ct.,,Port Macquarie,New South Wales,Australia,12995,-31.44311092,152.9056845,00:00.0,25:14.6,47:59.0,23:44.8,20.97377963,10.24552333,17.28426523,7.133884234
