ProductKey,CustomerKey,OrderDateKey,ShipDateKey,SalesOrderNumber,AddressLine1,AddressLine2,City,StateProvinceName,EnglishCountryRegionName
222,24478,20080127,20080203,SO62862,2878 Bounty Way,NULL,Goulburn,New South Wales,Australia
222,25249,20080224,20080302,SO64843,2904 San Simeon Ct.,NULL,Goulburn,New South Wales,Australia
222,24595,20071006,20071013,SO55616,3338 Stillwater Ct.,NULL,Lane Cove,New South Wales,Australia
222,22207,20080629,20080706,SO74076,7267 St. Raphael Drive,NULL,Lane Cove,New South Wales,Australia
222,28950,20071018,20071025,SO56274,6509 California Street,NULL,Lane Cove,New South Wales,Australia
222,27702,20080608,20080615,SO72491,3369 Houston Ct.,NULL,Lane Cove,New South Wales,Australia
222,18691,20070922,20070929,SO54804,7202 Sun View Court,NULL,Lane Cove,New South Wales,Australia
222,15146,20080102,20080109,SO61315,6358 Parkview Court,NULL,Lane Cove,New South Wales,Australia
222,14220,20080117,20080124,SO62283,3421 Gehringer Drive,NULL,Lane Cove,New South Wales,Australia
222,14220,20080221,20080228,SO64662,3421 Gehringer Drive,NULL,Lane Cove,New South Wales,Australia
222,11446,20070711,20070718,SO51351,3464 Chilpancingo Park,NULL,Lane Cove,New South Wales,Australia
222,11446,20071223,20071230,SO60613,3464 Chilpancingo Park,NULL,Lane Cove,New South Wales,Australia
222,14226,20080221,20080228,SO64663,3824 Whitehaven Dr,NULL,Lavender Bay,New South Wales,Australia
222,12348,20071014,20071021,SO56113,8978 Kingsford Dr.,NULL,Lavender Bay,New South Wales,Australia
222,16025,20080608,20080615,SO72489,2631 Dalis Dr.,NULL,Lavender Bay,New South Wales,Australia
222,28949,20070916,20070923,SO54473,2064 Pleasant Circle,NULL,Lavender Bay,New South Wales,Australia
222,28312,20071114,20071121,SO57941,3647 San Miguel Road,NULL,Lavender Bay,New South Wales,Australia
222,21256,20080423,20080430,SO68864,5531 Roxbury Drive,NULL,Lavender Bay,New South Wales,Australia
222,21360,20080312,20080319,SO66027,5277 Stephine Way,NULL,Lavender Bay,New South Wales,Australia
222,19971,20071217,20071224,SO60238,9644 55th St.,NULL,Lavender Bay,New South Wales,Australia
222,20252,20080304,20080311,SO65505,9891 Serene Ct.,NULL,Lavender Bay,New South Wales,Australia
222,22944,20071108,20071115,SO57596,9593 Power Ave.,NULL,Lavender Bay,New South Wales,Australia
222,24282,20080428,20080505,SO69224,1820 Fox Way,NULL,Malabar,New South Wales,Australia
222,21969,20080530,20080606,SO71674,1546 Cinnabar St.,NULL,Malabar,New South Wales,Australia
222,29080,20080126,20080202,SO62817,2556 Rivewview,NULL,Malabar,New South Wales,Australia
222,26438,20080509,20080516,SO70224,6103 Bailey Road,NULL,Malabar,New South Wales,Australia
222,18763,20071116,20071123,SO58023,95 Honey Trail Lane,NULL,Malabar,New South Wales,Australia
222,17307,20070827,20070903,SO53190,9265 Village Road,NULL,Matraville,New South Wales,Australia
222,16332,20080625,20080702,SO73718,5736 Monument Blvd,NULL,Matraville,New South Wales,Australia
222,15221,20080424,20080501,SO68931,623 Davis Ave.,NULL,Matraville,New South Wales,Australia
222,12998,20071123,20071130,SO58467,2098 Crown Ct,# 235,Matraville,New South Wales,Australia
222,13635,20080628,20080705,SO73950,8065 Sand Point Road,NULL,Matraville,New South Wales,Australia
222,11045,20071012,20071019,SO55973,7466 La Vista Ave.,NULL,Matraville,New South Wales,Australia
222,11052,20071128,20071205,SO58766,2514 Via Cordona,NULL,Matraville,New South Wales,Australia
222,12249,20080423,20080430,SO68813,2429 Brown Street,NULL,Matraville,New South Wales,Australia
222,29098,20080203,20080210,SO63478,9302 Veracruz,NULL,Matraville,New South Wales,Australia
222,21944,20080410,20080417,SO68015,3499 Parkway Drive,Apt. A,Matraville,New South Wales,Australia
222,19600,20071022,20071029,SO56490,8141 Mitchell Canyon Road,NULL,Matraville,New South Wales,Australia
222,20600,20080119,20080126,SO62383,2383 Mt. Davidson Court,NULL,Milsons Point,New South Wales,Australia
222,25236,20080326,20080402,SO66891,4422 Roxbury Drive,NULL,Milsons Point,New South Wales,Australia
222,25027,20080710,20080717,SO74442,3756 Lime Ridge Drive,NULL,Milsons Point,New South Wales,Australia
222,29338,20080125,20080201,SO62698,7929 Blocking Ct.,NULL,Milsons Point,New South Wales,Australia
222,25717,20080505,20080512,SO69923,609 Power Ave.,NULL,Milsons Point,New South Wales,Australia
222,11991,20080621,20080628,SO73503,3410 Hemlock Ave.,NULL,Milsons Point,New South Wales,Australia
222,11033,20080202,20080209,SO63409,5927 Rainbow Dr,NULL,Milsons Point,New South Wales,Australia
222,14227,20080614,20080621,SO72855,6629 Polson Circle,NULL,Milsons Point,New South Wales,Australia
222,14031,20080612,20080619,SO72731,2837 Hacienda Drive,NULL,Newcastle,New South Wales,Australia
222,11056,20071202,20071209,SO59194,5464 Janin Pl.,NULL,Newcastle,New South Wales,Australia
222,11990,20080223,20080301,SO64786,198 Edie Ct.,NULL,Newcastle,New South Wales,Australia
222,11990,20071019,20071026,SO56371,198 Edie Ct.,NULL,Newcastle,New South Wales,Australia
222,11900,20080112,20080119,SO61969,4002 Fawn Glen Circle,NULL,Newcastle,New South Wales,Australia
222,11942,20080621,20080628,SO73498,80 San Remo Ct,NULL,Newcastle,New South Wales,Australia
222,11942,20070713,20070720,SO51387,80 San Remo Ct,NULL,Newcastle,New South Wales,Australia
222,11764,20070929,20071006,SO55175,5613 Gary Drive,NULL,Newcastle,New South Wales,Australia
222,15577,20080213,20080220,SO64061,5623 Detroit Ave.,NULL,Newcastle,New South Wales,Australia
222,18698,20070723,20070730,SO51536,3847 Larch Ct,NULL,Newcastle,New South Wales,Australia
222,18285,20080219,20080226,SO64461,3641 W. Holly Drive,NULL,Newcastle,New South Wales,Australia
222,18285,20071003,20071010,SO55457,3641 W. Holly Drive,NULL,Newcastle,New South Wales,Australia
222,18885,20070813,20070820,SO52475,6062 Sudden Loop,NULL,Newcastle,New South Wales,Australia
222,26560,20080603,20080610,SO72128,589 Woodcrest Drive,NULL,Newcastle,New South Wales,Australia
222,28091,20080528,20080604,SO71557,7040 Santa Fe Street,NULL,Newcastle,New South Wales,Australia
222,24453,20080421,20080428,SO68685,887 Concord Blvd.,NULL,Newcastle,New South Wales,Australia
222,21225,20080321,20080328,SO66621,4250 Hungry Rd,NULL,Newcastle,New South Wales,Australia
222,21192,20080221,20080228,SO64659,8274 Shady Lane,NULL,North Ryde,New South Wales,Australia
222,24921,20071113,20071120,SO57843,8196 Alexander Pl,NULL,North Ryde,New South Wales,Australia
222,16744,20070909,20070916,SO54096,3710 Via Appia,NULL,North Ryde,New South Wales,Australia
222,16690,20080315,20080322,SO66210,5602 Dancing Road,NULL,North Ryde,New South Wales,Australia
222,15723,20080529,20080605,SO71609,5802 Ampersand Drive,NULL,North Ryde,New South Wales,Australia
222,15230,20080717,20080724,SO74656,4930 Virginia Hills Drive,NULL,North Ryde,New South Wales,Australia
222,12009,20080214,20080221,SO64177,8794 Seagull Court,NULL,North Ryde,New South Wales,Australia
222,13996,20080101,20080108,SO61275,2441 Heavenly Drive,NULL,North Ryde,New South Wales,Australia
222,14057,20080307,20080314,SO65684,9602 C St.,NULL,North Ryde,New South Wales,Australia
222,13633,20080124,20080131,SO62677,5751 Concord Place,NULL,North Ryde,New South Wales,Australia
222,13133,20080128,20080204,SO62932,3518 Benita Way,NULL,North Sydney,New South Wales,Australia
222,15224,20080528,20080604,SO71496,7652 Mcelroy,NULL,North Sydney,New South Wales,Australia
222,16711,20080113,20080120,SO61974,7527 Eola,NULL,North Sydney,New South Wales,Australia
222,18271,20080626,20080703,SO73796,1555 Lace Drive,NULL,North Sydney,New South Wales,Australia
222,18265,20080502,20080509,SO69664,5656 Via Delaware,NULL,North Sydney,New South Wales,Australia
222,18192,20071008,20071015,SO55750,6885 Amending Drive,NULL,North Sydney,New South Wales,Australia
222,21359,20071122,20071129,SO58400,3374 Edward Ave.,NULL,North Sydney,New South Wales,Australia
222,27594,20070913,20070920,SO54260,5473 Sunshine,NULL,North Sydney,New South Wales,Australia
222,26747,20080415,20080422,SO68328,1345 Bloching Circle,NULL,North Sydney,New South Wales,Australia
222,29193,20080612,20080619,SO72732,2894 Encino Dr.,NULL,Port Macquarie,New South Wales,Australia
222,22209,20071104,20071111,SO57377,3717 Via Cordona,NULL,Port Macquarie,New South Wales,Australia
222,20816,20070917,20070924,SO54516,6093 Olivera Road,NULL,Port Macquarie,New South Wales,Australia
222,25011,20080410,20080417,SO68012,9504 Rosina Court,NULL,Port Macquarie,New South Wales,Australia
222,25219,20071008,20071015,SO55747,352 Margo Dr.,NULL,Port Macquarie,New South Wales,Australia
222,24502,20080118,20080125,SO62334,7952 Quartermaster,NULL,Port Macquarie,New South Wales,Australia
222,24249,20080328,20080404,SO67073,9409 Cedar Point Loop,NULL,Port Macquarie,New South Wales,Australia
222,22962,20071201,20071208,SO59084,1013 Buchanan Rd,NULL,Port Macquarie,New South Wales,Australia
222,17278,20080402,20080409,SO67418,3241 West Slough Rd.,NULL,Port Macquarie,New South Wales,Australia
222,14313,20080524,20080531,SO71224,5248 Gladstone Drive,NULL,Port Macquarie,New South Wales,Australia
222,15584,20070927,20071004,SO55040,6374 St. Germain Lane,NULL,Port Macquarie,New South Wales,Australia
222,12995,20080428,20080505,SO69244,4246 Falls Ct.,NULL,Port Macquarie,New South Wales,Australia
222,13625,20080501,20080508,SO69658,9371 Jacqueline Way,NULL,Port Macquarie,New South Wales,Australia
222,11914,20070923,20070930,SO54869,7867 F Mt Hood Circle,NULL,Port Macquarie,New South Wales,Australia
222,11108,20071225,20080101,SO60747,9178 Thornhill Place,NULL,Port Macquarie,New South Wales,Australia
222,11459,20071220,20071227,SO60452,9627 Kendall Rd,NULL,Port Macquarie,New South Wales,Australia
222,12371,20080505,20080512,SO69870,8433 Pacifica Avenue,#331,Rhodes,New South Wales,Australia
222,12244,20071118,20071125,SO58132,7806 Reliez Valley Ct.,NULL,Rhodes,New South Wales,Australia
222,20283,20080220,20080227,SO64595,4910 Melinda Court,NULL,Rhodes,New South Wales,Australia
222,20284,20080229,20080307,SO65139,5290 Pennsylvania Blvd,NULL,Rhodes,New South Wales,Australia
222,21556,20080316,20080323,SO66307,9687 Maywood Ln.,NULL,Silverwater,New South Wales,Australia
222,22911,20080227,20080305,SO64957,3491 Cook Street,NULL,Silverwater,New South Wales,Australia
222,24003,20080203,20080210,SO63477,7306 Keller Ridge,NULL,Silverwater,New South Wales,Australia
222,25268,20080324,20080331,SO66771,3354 Ruby Lane,NULL,Silverwater,New South Wales,Australia
222,24906,20071006,20071013,SO55615,2304 La Canada,# 13,Silverwater,New South Wales,Australia
222,28928,20070930,20071007,SO55224,6559 Via Rerrari,NULL,Silverwater,New South Wales,Australia
222,27494,20080501,20080508,SO69631,8633 Donegal Road,NULL,Silverwater,New South Wales,Australia
222,12346,20071017,20071024,SO56270,9266 Trees Drive,NULL,Silverwater,New South Wales,Australia
222,13078,20080517,20080524,SO70822,4041 Jam Way,NULL,Silverwater,New South Wales,Australia
222,18898,20070909,20070916,SO54045,6456 Eagle Way,NULL,Silverwater,New South Wales,Australia
222,18932,20071116,20071123,SO58024,9901 East Lake Court,NULL,Springwood,New South Wales,Australia
222,15598,20080322,20080329,SO66649,3478 Liana Lane,NULL,Springwood,New South Wales,Australia
222,15598,20080602,20080609,SO72003,3478 Liana Lane,NULL,Springwood,New South Wales,Australia
222,14523,20071205,20071212,SO59388,4188 Lodge Dr.,NULL,Springwood,New South Wales,Australia
222,11458,20080721,20080728,SO74795,811 Via Cordona,NULL,Springwood,New South Wales,Australia
222,11073,20071212,20071219,SO59841,2262 Kirkwood Ct.,NULL,Springwood,New South Wales,Australia
222,25561,20080425,20080502,SO69001,2264 Story Lane,NULL,Springwood,New South Wales,Australia
222,24913,20071112,20071119,SO57788,2087 Plaza Del Rio,NULL,St. Leonards,New South Wales,Australia
222,22978,20080703,20080710,SO74219,1299 Band Court,NULL,St. Leonards,New South Wales,Australia
222,21220,20071001,20071008,SO55334,2709 Yellowood Pl.,NULL,St. Leonards,New South Wales,Australia
222,19605,20071226,20080102,SO60815,4649 Peachwillow,NULL,St. Leonards,New South Wales,Australia
222,11107,20071223,20071230,SO60612,7530 Eola,NULL,St. Leonards,New South Wales,Australia
222,12694,20071116,20071123,SO58066,5898 Mt. Dell,NULL,St. Leonards,New South Wales,Australia
222,13968,20070921,20070928,SO54769,5033 Kentucky Dr.,NULL,St. Leonards,New South Wales,Australia
222,15787,20071028,20071104,SO56804,5757 St. Catherines Court,NULL,St. Leonards,New South Wales,Australia
222,17283,20080730,20080806,SO75061,6632 Johnson Road,NULL,St. Leonards,New South Wales,Australia
222,17295,20080501,20080508,SO69633,1154 Regina Lane,NULL,St. Leonards,New South Wales,Australia
222,16028,20080617,20080624,SO73099,6459 North Park Court,NULL,Sydney,New South Wales,Australia
222,14668,20080331,20080407,SO67248,3072 Gumwood Dr.,NULL,Sydney,New South Wales,Australia
222,15137,20070819,20070826,SO52783,2024 Belle Dr,NULL,Sydney,New South Wales,Australia
222,15137,20071104,20071111,SO57373,2024 Belle Dr,NULL,Sydney,New South Wales,Australia
222,15138,20080428,20080505,SO69164,2200 Rock Oak Road,NULL,Sydney,New South Wales,Australia
222,15266,20080518,20080525,SO70859,9015 G St.,NULL,Sydney,New South Wales,Australia
222,14038,20080202,20080209,SO63410,5890 Yosemite Circle,NULL,Sydney,New South Wales,Australia
222,13638,20080610,20080617,SO72640,7539 Hazelwood Lane,NULL,Sydney,New South Wales,Australia
222,12680,20071006,20071013,SO55667,1779 Virginia Hills Dr,NULL,Sydney,New South Wales,Australia
222,12342,20071009,20071016,SO55859,2807 10th Avenue,NULL,Sydney,New South Wales,Australia
222,11120,20071029,20071105,SO56903,7401 Las Palmas,NULL,Sydney,New South Wales,Australia
222,23522,20071013,20071020,SO56023,1588 Prestwick Drive,NULL,Sydney,New South Wales,Australia
222,25032,20080203,20080210,SO63479,7500 Sheffield Place,NULL,Sydney,New South Wales,Australia
222,25223,20070928,20071005,SO55099,8552 Oak Park Blvd,NULL,Sydney,New South Wales,Australia
222,24257,20080409,20080416,SO67944,9826 Olive Ave.,NULL,Sydney,New South Wales,Australia
222,25922,20080516,20080523,SO70728,5957 Hill Drive,NULL,Sydney,New South Wales,Australia
222,26795,20080513,20080520,SO70508,1258 Yarrow Dr,NULL,Wollongong,New South Wales,Australia
222,29194,20071017,20071024,SO56264,4566 Bermad Drive,NULL,Wollongong,New South Wales,Australia
222,25115,20071218,20071225,SO60296,1771 Wood Ranch Circle,NULL,Wollongong,New South Wales,Australia
222,24007,20080221,20080228,SO64660,3107 High St,NULL,Wollongong,New South Wales,Australia
222,23128,20071229,20080105,SO60964,2687 Apollo Way,# 213,Wollongong,New South Wales,Australia
222,23106,20071019,20071026,SO56365,8399 Garaventa Dr.,NULL,Wollongong,New South Wales,Australia
222,11093,20070711,20070718,SO51352,1833 Olympic Drive,NULL,Wollongong,New South Wales,Australia
222,13637,20080624,20080701,SO73715,7462 Linden Land,NULL,Wollongong,New South Wales,Australia
222,15806,20071107,20071114,SO57538,7026 Trail Way,NULL,Wollongong,New South Wales,Australia
222,16492,20080502,20080509,SO69665,4682 Birch Bark Rd.,NULL,Wollongong,New South Wales,Australia
222,16169,20080601,20080608,SO71985,6337 Hillsborough Dr,NULL,Wollongong,New South Wales,Australia
222,17259,20080421,20080428,SO68683,9668 Fieldbrook Pl,NULL,Wollongong,New South Wales,Australia
222,17370,20071213,20071220,SO59963,8476 Eastgate Ave.,NULL,Wollongong,New South Wales,Australia
222,17478,20071208,20071215,SO59633,7239 Nicholas Drive,NULL,Brisbane,Queensland,Australia
222,17917,20080303,20080310,SO65495,1597 Vista Del Sol,NULL,Brisbane,Queensland,Australia
222,16608,20070812,20070819,SO52414,2912 Guadalupe,NULL,Brisbane,Queensland,Australia
222,17060,20080115,20080122,SO62091,6866 Concord Blvd.,NULL,Brisbane,Queensland,Australia
222,18256,20080327,20080403,SO66949,445 Bishop Drive,NULL,Brisbane,Queensland,Australia
222,15133,20080308,20080315,SO65778,6384 Euclid Ave.,NULL,Brisbane,Queensland,Australia
222,14680,20080731,20080807,SO75088,3814 Harvard Drive,NULL,Brisbane,Queensland,Australia
222,14058,20070820,20070827,SO52845,9318 Hawkridge Terrace,NULL,Brisbane,Queensland,Australia
222,12570,20080213,20080220,SO64105,9324 Youngsdale Drive,NULL,Brisbane,Queensland,Australia
222,13107,20080402,20080409,SO67480,Am Karlshof 2562,NULL,Brisbane,Queensland,Australia
222,11920,20080613,20080620,SO72849,4373 Sherry Circle,NULL,Brisbane,Queensland,Australia
222,11906,20070918,20070925,SO54582,4938 Nightingale Drive,NULL,Brisbane,Queensland,Australia
222,22950,20070806,20070813,SO52148,6400 Kenwal Rd.,NULL,Brisbane,Queensland,Australia
222,25217,20071027,20071103,SO56761,4024 Dos Encinas,NULL,Brisbane,Queensland,Australia
222,21179,20080211,20080218,SO63984,879 St. Andrews Way,NULL,Brisbane,Queensland,Australia
222,29289,20071005,20071012,SO55604,644 North Ranchford,NULL,Brisbane,Queensland,Australia
222,28321,20071228,20080104,SO60938,7227 Landing Terrace,NULL,Brisbane,Queensland,Australia
222,28482,20071113,20071120,SO57900,71 Flora Ave,NULL,Brisbane,Queensland,Australia
222,28537,20071213,20071220,SO59914,4631 Candlestick Drive,NULL,Brisbane,Queensland,Australia
222,26746,20080411,20080418,SO68066,9720 Morning Glory Dr.,NULL,Brisbane,Queensland,Australia
222,27969,20080528,20080604,SO71558,7107 Vista Valley Rd.,NULL,Brisbane,Queensland,Australia
222,27596,20071022,20071029,SO56494,283 Winterberry Ct,NULL,Caloundra,Queensland,Australia
222,26439,20080502,20080509,SO69707,1903 Long Brook Way,NULL,Caloundra,Queensland,Australia
222,26445,20080528,20080604,SO71543,6497 Macalven Drive,NULL,Caloundra,Queensland,Australia
222,20994,20071004,20071011,SO55540,9855 Norse Ct.,NULL,Caloundra,Queensland,Australia
222,21881,20080321,20080328,SO66571,245 Blue Jay Drive,NULL,Caloundra,Queensland,Australia
222,25110,20080127,20080203,SO62821,9752 Monterrey,NULL,Caloundra,Queensland,Australia
222,24466,20071206,20071213,SO59462,3641 W. Holly Drive,NULL,Caloundra,Queensland,Australia
222,22986,20080117,20080124,SO62284,7798 Longbrood Way,NULL,Caloundra,Queensland,Australia
222,11051,20080704,20080711,SO74253,8085 Sunnyvale Avenue,NULL,Caloundra,Queensland,Australia
222,12689,20080401,20080408,SO67414,446 Wilke Drive,NULL,Caloundra,Queensland,Australia
222,16172,20080203,20080210,SO63434,7682 Palm Avenue,NULL,Caloundra,Queensland,Australia
222,18286,20070823,20070830,SO52970,2547 San Ramon Road,NULL,Caloundra,Queensland,Australia
222,16613,20080221,20080228,SO64613,5984 Dewing Avenue,NULL,Caloundra,Queensland,Australia
222,17317,20080401,20080408,SO67353,8127 Sherbear Dr.,NULL,Caloundra,Queensland,Australia
222,18705,20080126,20080202,SO62755,9039 Blocking Ct.,NULL,East Brisbane,Queensland,Australia
222,12372,20070923,20070930,SO54823,P.O. Box 1052,NULL,East Brisbane,Queensland,Australia
222,13040,20080720,20080727,SO74758,3627 Creekside Drive,NULL,East Brisbane,Queensland,Australia
222,24176,20080311,20080318,SO66008,833 Sepueveda Court,NULL,East Brisbane,Queensland,Australia
222,20823,20071003,20071010,SO55494,6759 Greenbrier Street,NULL,East Brisbane,Queensland,Australia
222,20430,20080127,20080203,SO62859,1648 Eastgate Lane,NULL,East Brisbane,Queensland,Australia
222,26154,20080324,20080331,SO66818,9497 Richard Ave.,NULL,East Brisbane,Queensland,Australia
222,27365,20071221,20071228,SO60503,38 Shangri-la Rd.,NULL,East Brisbane,Queensland,Australia
222,26740,20080409,20080416,SO67943,8956 Birch Bark Road,NULL,Gold Coast,Queensland,Australia
222,25811,20070802,20070809,SO51927,3070 Sahara Drive,NULL,Gold Coast,Queensland,Australia
222,29120,20071210,20071217,SO59713,3574 Haven Hill Drive,NULL,Gold Coast,Queensland,Australia
222,29342,20080212,20080219,SO64051,2474 Banbury Ct,NULL,Gold Coast,Queensland,Australia
222,21170,20080412,20080419,SO68093,1451 Victory Lane,NULL,Gold Coast,Queensland,Australia
222,19771,20070810,20070817,SO52361,4573 Beauty Street,NULL,Gold Coast,Queensland,Australia
222,20261,20080131,20080207,SO63103,8257 Almondwood Drive,NULL,Gold Coast,Queensland,Australia
222,24481,20080618,20080625,SO73237,3697 W St.,NULL,Gold Coast,Queensland,Australia
222,25250,20080229,20080307,SO65140,2131 Minert Rd.,NULL,Gold Coast,Queensland,Australia
222,22959,20080627,20080704,SO73917,1201 Olive Hill,NULL,Gold Coast,Queensland,Australia
222,17304,20080321,20080328,SO66574,8394 Summertime Dr.,NULL,Gold Coast,Queensland,Australia
222,16480,20080715,20080722,SO74588,265 Maria Vega Court,NULL,Gold Coast,Queensland,Australia
222,14344,20071021,20071028,SO56431,7614 Heron Ct,NULL,Gold Coast,Queensland,Australia
222,15184,20080403,20080410,SO67549,1454 Hillridge Way,NULL,Hawthorne,Queensland,Australia
222,12700,20071117,20071124,SO58116,8486 July Loop,NULL,Hawthorne,Queensland,Australia
222,12700,20080426,20080503,SO69089,8486 July Loop,NULL,Hawthorne,Queensland,Australia
222,13645,20080114,20080121,SO62079,4195 May Way,NULL,Hawthorne,Queensland,Australia
222,12005,20080218,20080225,SO64433,3798 Baird Court,NULL,Hawthorne,Queensland,Australia
222,25054,20080124,20080131,SO62631,8783 Detroit Ave.,NULL,Hawthorne,Queensland,Australia
222,19601,20071214,20071221,SO60025,27 Elkwood Dr.,NULL,Hawthorne,Queensland,Australia
222,28960,20080709,20080716,SO74419,4024 Montana,# 113,Hawthorne,Queensland,Australia
222,28935,20070919,20070926,SO54650,7538 Black Pine Lane,NULL,Hervey Bay,Queensland,Australia
222,28721,20080502,20080509,SO69662,2562 Meadowbrook Drive,NULL,Hervey Bay,Queensland,Australia
222,28318,20071228,20080104,SO60937,8012 Dalis Dr.,NULL,Hervey Bay,Queensland,Australia
222,27720,20070903,20070910,SO53726,1707 Poor Ridge Court,NULL,Hervey Bay,Queensland,Australia
222,19630,20071126,20071203,SO58595,6004 Peabody Road,NULL,Hervey Bay,Queensland,Australia
222,19975,20071231,20080107,SO61160,6514 Morello Ave.,NULL,Hervey Bay,Queensland,Australia
222,25121,20071221,20071228,SO60504,3676 Oak Leaf Ct,NULL,Hervey Bay,Queensland,Australia
222,12003,20080211,20080218,SO63995,2288 Morning Way,NULL,Hervey Bay,Queensland,Australia
222,11894,20070902,20070909,SO53713,4166 Deercreek Ln.,NULL,Hervey Bay,Queensland,Australia
222,13003,20071109,20071116,SO57635,6465 S. 97th Street,NULL,Hervey Bay,Queensland,Australia
222,12671,20080301,20080308,SO65395,6660 Poppy Circle,NULL,Rockhampton,Queensland,Australia
222,12036,20080410,20080417,SO67968,2901 Sunny Ave,NULL,Rockhampton,Queensland,Australia
222,15794,20070924,20071001,SO54894,98 Ruby Lane,NULL,Rockhampton,Queensland,Australia
222,17241,20080222,20080229,SO64728,7691 Mcneil Place,NULL,Rockhampton,Queensland,Australia
222,18293,20070804,20070811,SO52025,5058 Anchor Ave,NULL,Rockhampton,Queensland,Australia
222,22937,20080620,20080627,SO73388,9457 Roxbury Dr.,NULL,Rockhampton,Queensland,Australia
222,28140,20080630,20080707,SO74101,9482 Rosebrook Ct.,NULL,Rockhampton,Queensland,Australia
222,26188,20080322,20080329,SO66688,7797 Richard Place,NULL,Rockhampton,Queensland,Australia
222,29321,20071126,20071203,SO58593,8315 Rolando Avenue,NULL,Rockhampton,Queensland,Australia
222,22854,20080620,20080627,SO73386,629 Redrock Drive,NULL,Townsville,Queensland,Australia
222,24605,20070724,20070731,SO51559,5745 St. Paul Way,NULL,Townsville,Queensland,Australia
222,24274,20080430,20080507,SO69374,6417 Del Rey St,NULL,Townsville,Queensland,Australia
222,22201,20080611,20080618,SO72704,8812 Dianda Dr.,NULL,Townsville,Queensland,Australia
222,15239,20080206,20080213,SO63627,6140 Mt. Whitney Way,NULL,Townsville,Queensland,Australia
222,15136,20070803,20070810,SO51974,4350 Laguna St,NULL,Townsville,Queensland,Australia
222,15148,20070922,20070929,SO54773,846 Springwood Way,NULL,Townsville,Queensland,Australia
222,12010,20080207,20080214,SO63755,1640 Windmill Way,NULL,Townsville,Queensland,Australia
222,13010,20071206,20071213,SO59486,48 Lacanda Ct.,NULL,Townsville,Queensland,Australia
222,12994,20080410,20080417,SO68029,7718 Beech Ct.,NULL,Townsville,Queensland,Australia
